sku,name,type,price,description,order_id
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,3276e934-1b9f-4609-951c-79502bd23042
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,3276e934-1b9f-4609-951c-79502bd23042
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,a4a4325c-f35a-4c5b-886e-aa02ba2185c2
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,a4a4325c-f35a-4c5b-886e-aa02ba2185c2
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,5ee3c86a-e9e8-4e8c-adf2-bb41d213a617
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,5ee3c86a-e9e8-4e8c-adf2-bb41d213a617
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",839947ec-3968-4053-af11-a942d3a1896f
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,bef4531a-8c53-49ab-8885-3cb1f4a313a3
JAF-003,the krautback,ItemType.JAFFLE,1200,lamb and pork bratwurst with house-pickled cabbage sauerkraut and mustard,bef4531a-8c53-49ab-8885-3cb1f4a313a3
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,2efef8ec-55fa-4ddd-b34e-2127e12f26f4
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,aba23afc-e92e-4500-a415-00015225cd76
JAF-005,mel-bun,ItemType.JAFFLE,1200,"melon and minced beef bao, in a jaffle, savory and sweet",aba23afc-e92e-4500-a415-00015225cd76
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,72cc4728-bbfe-4593-b911-3e311b38362d
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,f15d39bf-3f1b-4c57-a0f3-93cb45978c49
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,d4740f71-02d7-4994-a9b6-c2c11e83b15e
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,deb54781-6b9f-4513-85fc-0cb50e4b5e31
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,0f348f9c-d0d3-4d97-b0fc-66dd50395fb0
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,a0f1a831-aff3-433f-a8f4-28c3f630863f
JAF-005,mel-bun,ItemType.JAFFLE,1200,"melon and minced beef bao, in a jaffle, savory and sweet",a0f1a831-aff3-433f-a8f4-28c3f630863f
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,1092d6c1-07c0-4f0a-ae7d-7300ea4dbcf2
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",1092d6c1-07c0-4f0a-ae7d-7300ea4dbcf2
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,a9754e46-65cf-4e8c-90b1-750cd46eb868
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,db2c79d0-942f-4127-b3b5-a62baf52fbe8
JAF-005,mel-bun,ItemType.JAFFLE,1200,"melon and minced beef bao, in a jaffle, savory and sweet",db2c79d0-942f-4127-b3b5-a62baf52fbe8
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,41a380e9-4318-4cd9-be5e-e5d544f65e92
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,05856537-edd7-4bd4-a447-4caece3a624a
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,77d1956e-4451-4d0a-8765-9cb1464cb760
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,2832d24e-0e3d-4e5a-a680-d00531c3b454
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,2832d24e-0e3d-4e5a-a680-d00531c3b454
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",4944f0f0-bb0d-4837-84e3-5dd4b57f0155
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",e96bc40c-e2fb-4809-9986-afeb9d4952c9
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,8aeef417-2256-451b-a3d4-020e135172cd
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,f1708898-8732-48c1-a050-ff61116dd243
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,f1708898-8732-48c1-a050-ff61116dd243
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,4f123d3a-3a05-4744-bf03-bb267470d41e
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,179182f0-24ce-4f2e-b69e-d0eca7bae182
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,7cf6d8fa-6d5d-4695-89e6-ab6df34b3234
JAF-005,mel-bun,ItemType.JAFFLE,1200,"melon and minced beef bao, in a jaffle, savory and sweet",7cf6d8fa-6d5d-4695-89e6-ab6df34b3234
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,e066fe6a-d971-403a-a9c8-4e940f42e370
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",e066fe6a-d971-403a-a9c8-4e940f42e370
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,e066fe6a-d971-403a-a9c8-4e940f42e370
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,23f3222d-d3f3-4eec-8bf0-e89459bc9d63
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",23f3222d-d3f3-4eec-8bf0-e89459bc9d63
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,3483bf64-677d-4969-84da-e5814b118334
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,c7d3adbd-b174-45c6-b7c5-1558038b8145
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,4d6431be-f95e-4ea3-a166-dfe2c624d1de
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,105a7584-537d-4504-ae3d-a842b1a08638
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",53c91b7f-9fca-4d23-a128-9279674bb241
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,5cff5e19-07ff-4b80-8b4b-d9088b68813a
JAF-003,the krautback,ItemType.JAFFLE,1200,lamb and pork bratwurst with house-pickled cabbage sauerkraut and mustard,ea59108c-614b-42cc-8f04-869f75b51f98
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",ea59108c-614b-42cc-8f04-869f75b51f98
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,ea59108c-614b-42cc-8f04-869f75b51f98
JAF-003,the krautback,ItemType.JAFFLE,1200,lamb and pork bratwurst with house-pickled cabbage sauerkraut and mustard,ea59108c-614b-42cc-8f04-869f75b51f98
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,ea59108c-614b-42cc-8f04-869f75b51f98
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,ea59108c-614b-42cc-8f04-869f75b51f98
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,ea59108c-614b-42cc-8f04-869f75b51f98
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",ea59108c-614b-42cc-8f04-869f75b51f98
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,29c50864-a51d-410b-bdcf-08039c07bc6b
JAF-005,mel-bun,ItemType.JAFFLE,1200,"melon and minced beef bao, in a jaffle, savory and sweet",29c50864-a51d-410b-bdcf-08039c07bc6b
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,2608f2a3-49e2-47fa-93b7-c1aa20bc7fd9
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,25f9f11d-64bc-46f7-8f18-e81d331d45b0
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",25f9f11d-64bc-46f7-8f18-e81d331d45b0
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,6def02c1-9df6-4f1d-a609-b1f9208c87eb
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",e16ae0f7-2419-4e1f-9b19-4c0d4e9f0191
JAF-005,mel-bun,ItemType.JAFFLE,1200,"melon and minced beef bao, in a jaffle, savory and sweet",e16ae0f7-2419-4e1f-9b19-4c0d4e9f0191
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,3dc24726-1db7-4e87-b1e6-38c7e571a801
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",3dc24726-1db7-4e87-b1e6-38c7e571a801
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",3dc24726-1db7-4e87-b1e6-38c7e571a801
JAF-003,the krautback,ItemType.JAFFLE,1200,lamb and pork bratwurst with house-pickled cabbage sauerkraut and mustard,3dc24726-1db7-4e87-b1e6-38c7e571a801
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,3dc24726-1db7-4e87-b1e6-38c7e571a801
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,3dc24726-1db7-4e87-b1e6-38c7e571a801
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,3dc24726-1db7-4e87-b1e6-38c7e571a801
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,3dc24726-1db7-4e87-b1e6-38c7e571a801
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,2e263a41-d8c1-4024-9809-a4445b635356
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,2e263a41-d8c1-4024-9809-a4445b635356
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,fb363579-24a7-47ee-992e-c6abf577daf7
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,20e2394e-da58-4aa7-a389-904d2c1c519e
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,20e2394e-da58-4aa7-a389-904d2c1c519e
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",20e2394e-da58-4aa7-a389-904d2c1c519e
JAF-005,mel-bun,ItemType.JAFFLE,1200,"melon and minced beef bao, in a jaffle, savory and sweet",20e2394e-da58-4aa7-a389-904d2c1c519e
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,20e2394e-da58-4aa7-a389-904d2c1c519e
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,20e2394e-da58-4aa7-a389-904d2c1c519e
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,20e2394e-da58-4aa7-a389-904d2c1c519e
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",20e2394e-da58-4aa7-a389-904d2c1c519e
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,513ffbeb-dc6c-4c42-acb0-b3db0cfcab65
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,513ffbeb-dc6c-4c42-acb0-b3db0cfcab65
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,fcfacc73-06be-4b8f-8e77-3a7d17995b17
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,fcfacc73-06be-4b8f-8e77-3a7d17995b17
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,37e81fc8-e3f0-42fd-aece-5e5d6cb1e806
JAF-005,mel-bun,ItemType.JAFFLE,1200,"melon and minced beef bao, in a jaffle, savory and sweet",37e81fc8-e3f0-42fd-aece-5e5d6cb1e806
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,55c46d6b-8f27-42c8-9872-86bac3923525
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",55c46d6b-8f27-42c8-9872-86bac3923525
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",90195163-e7ec-4b16-946e-76e1f3b0c892
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,90195163-e7ec-4b16-946e-76e1f3b0c892
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,850030be-7dca-4c2a-8d46-91e5fc088401
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",9d011ac8-92a6-462c-9a4a-1e4824a594e4
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,050dddb1-5fb6-4f1c-8f23-b14251a366fc
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,050dddb1-5fb6-4f1c-8f23-b14251a366fc
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,e9626e52-b2e8-4ee6-86fd-30e66f5d93c6
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",e9626e52-b2e8-4ee6-86fd-30e66f5d93c6
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,e9626e52-b2e8-4ee6-86fd-30e66f5d93c6
JAF-003,the krautback,ItemType.JAFFLE,1200,lamb and pork bratwurst with house-pickled cabbage sauerkraut and mustard,e9626e52-b2e8-4ee6-86fd-30e66f5d93c6
JAF-005,mel-bun,ItemType.JAFFLE,1200,"melon and minced beef bao, in a jaffle, savory and sweet",e9626e52-b2e8-4ee6-86fd-30e66f5d93c6
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,e9626e52-b2e8-4ee6-86fd-30e66f5d93c6
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,e9626e52-b2e8-4ee6-86fd-30e66f5d93c6
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,e9626e52-b2e8-4ee6-86fd-30e66f5d93c6
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,e9626e52-b2e8-4ee6-86fd-30e66f5d93c6
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,e9626e52-b2e8-4ee6-86fd-30e66f5d93c6
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,073eac99-f143-41a4-9e6d-e918ef1be923
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,34174e02-7153-431f-9a9c-3b487196ba29
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",34174e02-7153-431f-9a9c-3b487196ba29
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",38088c47-7da4-4680-8f95-d48d5fe7c496
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,cff3d900-c146-46e9-8514-bf8c92aaf312
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,6f2e048e-9121-4416-a0ec-29a76dbbd086
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,d22a433a-b370-40e9-9ca7-8cad983490f0
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,d22a433a-b370-40e9-9ca7-8cad983490f0
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",32f068e4-c791-478a-9f46-8583b54f2795
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,a55bd062-43dc-493b-a58c-b7e66193a993
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,3db44219-951e-4e04-a2da-d0ce6539b2ec
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",3db44219-951e-4e04-a2da-d0ce6539b2ec
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,9d1e27dd-fd82-4c6f-a562-0681ac1fdb12
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,a36d5419-8842-4a5f-8cc9-3b41e84dfd0f
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,a36d5419-8842-4a5f-8cc9-3b41e84dfd0f
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",4f6f157e-2b68-4de9-b480-e195f5c66a61
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,575fd1fc-9982-45ac-8cbe-2525c0cf6f1b
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",575fd1fc-9982-45ac-8cbe-2525c0cf6f1b
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",8e0b64f9-bfa1-4c4c-9529-418b35bd604a
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",521ca1d6-8eb9-4ae8-b377-b9ceddd5ce3e
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",03b2e9a5-06f2-4198-be90-bfa811b2ba2e
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,0c321242-aa59-47ce-9459-691dad4fd557
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,c41fed37-7e6c-4aab-9a64-f8839289193c
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",2585f3b7-30cb-4859-a293-c8e2f06cf15a
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,d447b4f5-c263-41d7-8c98-4d8e558f48d3
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,d447b4f5-c263-41d7-8c98-4d8e558f48d3
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,4c841bde-e894-4def-aa04-f2eaf37ef9a1
JAF-003,the krautback,ItemType.JAFFLE,1200,lamb and pork bratwurst with house-pickled cabbage sauerkraut and mustard,4c841bde-e894-4def-aa04-f2eaf37ef9a1
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,4cd3a632-18b6-4b4e-a6a1-74ac9359c60a
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",864eafee-2abf-4121-844d-6984a18cf60d
JAF-005,mel-bun,ItemType.JAFFLE,1200,"melon and minced beef bao, in a jaffle, savory and sweet",89f736b2-5217-4815-8c6a-47aba7813bca
JAF-003,the krautback,ItemType.JAFFLE,1200,lamb and pork bratwurst with house-pickled cabbage sauerkraut and mustard,89f736b2-5217-4815-8c6a-47aba7813bca
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",89f736b2-5217-4815-8c6a-47aba7813bca
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,89f736b2-5217-4815-8c6a-47aba7813bca
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,89f736b2-5217-4815-8c6a-47aba7813bca
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,89f736b2-5217-4815-8c6a-47aba7813bca
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,7bcc3d19-d149-49ab-a83d-42c617e872a3
JAF-003,the krautback,ItemType.JAFFLE,1200,lamb and pork bratwurst with house-pickled cabbage sauerkraut and mustard,7bcc3d19-d149-49ab-a83d-42c617e872a3
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,7bcc3d19-d149-49ab-a83d-42c617e872a3
JAF-003,the krautback,ItemType.JAFFLE,1200,lamb and pork bratwurst with house-pickled cabbage sauerkraut and mustard,7bcc3d19-d149-49ab-a83d-42c617e872a3
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,7bcc3d19-d149-49ab-a83d-42c617e872a3
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,7bcc3d19-d149-49ab-a83d-42c617e872a3
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,7bcc3d19-d149-49ab-a83d-42c617e872a3
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,7bcc3d19-d149-49ab-a83d-42c617e872a3
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,7bcc3d19-d149-49ab-a83d-42c617e872a3
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,7bcc3d19-d149-49ab-a83d-42c617e872a3
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,7bcc3d19-d149-49ab-a83d-42c617e872a3
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,7bcc3d19-d149-49ab-a83d-42c617e872a3
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,92d542aa-907e-4cff-b358-47571abae767
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,61bc5b2d-10bf-487a-a568-e5ca4f1ac5ef
JAF-005,mel-bun,ItemType.JAFFLE,1200,"melon and minced beef bao, in a jaffle, savory and sweet",61bc5b2d-10bf-487a-a568-e5ca4f1ac5ef
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,1b294d04-da9c-4622-8765-585ec80755b2
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",1b294d04-da9c-4622-8765-585ec80755b2
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,1b294d04-da9c-4622-8765-585ec80755b2
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",1b294d04-da9c-4622-8765-585ec80755b2
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,86ab5693-6623-41d5-9cf2-04d3c41cbb27
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,6a037fa3-ecf9-4ee4-a2f4-86754a1bc4ac
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",c1c71447-f0d7-4922-bfa6-8522022e7947
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,c1c71447-f0d7-4922-bfa6-8522022e7947
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,62abb139-95a5-4f13-a1a6-b12a6166a536
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,f77300f1-dc46-41c4-9f65-dca3cb61ea93
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",f77300f1-dc46-41c4-9f65-dca3cb61ea93
JAF-003,the krautback,ItemType.JAFFLE,1200,lamb and pork bratwurst with house-pickled cabbage sauerkraut and mustard,f77300f1-dc46-41c4-9f65-dca3cb61ea93
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,f77300f1-dc46-41c4-9f65-dca3cb61ea93
JAF-005,mel-bun,ItemType.JAFFLE,1200,"melon and minced beef bao, in a jaffle, savory and sweet",f77300f1-dc46-41c4-9f65-dca3cb61ea93
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",f77300f1-dc46-41c4-9f65-dca3cb61ea93
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",f77300f1-dc46-41c4-9f65-dca3cb61ea93
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,f77300f1-dc46-41c4-9f65-dca3cb61ea93
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,f77300f1-dc46-41c4-9f65-dca3cb61ea93
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,f77300f1-dc46-41c4-9f65-dca3cb61ea93
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,0619efc5-f9b9-48a0-9475-ab0af4df9a9c
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",0619efc5-f9b9-48a0-9475-ab0af4df9a9c
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,d6309bc2-6366-4aa3-9ebc-7c88bf16cd91
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,d6309bc2-6366-4aa3-9ebc-7c88bf16cd91
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,4f857bc4-f8ef-4b80-b296-efaadba23aff
JAF-005,mel-bun,ItemType.JAFFLE,1200,"melon and minced beef bao, in a jaffle, savory and sweet",4f857bc4-f8ef-4b80-b296-efaadba23aff
